date,name,calls,voicemail,call_time,request_type,number_done,pages_sent,time_spent,cds_created,images_clouded,comment
01/23/2022,Karen Smith,187,29,8,Work comp,4,2263,6,43,25,
11/12/2022,Liam Patel,127,67,5,Attorney,76,4588,7,29,28,
03/01/2022,Sophia Kim,93,43,8,Continuing care,65,263,8,9,60,
02/26/2022,Liam Patel,0,1,5,Regulatory,46,2921,1,40,127,
06/23/2023,Sophia Kim,156,72,2,Work comp,31,1377,7,38,71,
06/15/2022,Liam Patel,108,18,1,Regulatory,46,2957,2,41,63,
06/02/2022,Liam Patel,49,38,5,Work comp,7,4865,7,19,181,
10/20/2022,Elijah Nguyen,113,6,3,Law enforcement,64,1865,8,36,192,
10/11/2023,Noah Rodriguez,114,66,2,Continuing care,36,2651,2,24,121,
07/10/2022,Liam Patel,64,51,6,Continuing care,73,1078,5,21,81,
03/01/2023,Ava Singh,180,49,0,Work comp,91,3572,6,18,37,
08/04/2022,Elijah Nguyen,77,4,2,Patient,6,1397,8,15,64,
04/20/2023,Ava Singh,113,11,5,Patient,69,2296,6,7,48,
09/02/2022,Noah Rodriguez,184,11,0,Regulatory,84,4616,0,2,164,
02/06/2022,James McCarty,242,4,4,Regulatory,63,56,7,17,129,
04/03/2022,Karen Smith,199,71,6,Regulatory,37,3311,0,24,23,
08/19/2023,Liam Patel,185,72,1,Law enforcement,82,2456,1,5,3,
01/27/2023,Liam Patel,141,30,4,Regulatory,74,2920,5,12,151,
12/02/2022,Karen Smith,23,57,4,Work comp,98,2110,3,5,151,
09/09/2023,Sophia Kim,227,58,7,Insurance,38,1139,0,17,27,
09/25/2023,Sophia Kim,218,60,2,Insurance,66,3572,3,7,18,
06/30/2022,Sophia Kim,215,6,0,Continuing care,62,3667,8,12,60,
04/13/2023,Elijah Nguyen,177,30,8,Insurance,24,2392,4,14,130,
01/19/2023,Liam Patel,139,14,8,Work comp,15,4382,8,42,138,
08/12/2023,Sophia Kim,21,17,4,Attorney,103,1428,5,26,195,
08/19/2022,Karen Smith,128,40,5,Continuing care,86,2899,7,10,102,
08/28/2023,Liam Patel,247,48,1,Law enforcement,48,2436,6,22,171,
01/29/2022,Ava Singh,197,6,7,Continuing care,12,2251,6,19,48,
08/09/2022,Ava Singh,142,70,3,Insurance,86,953,8,27,96,
11/04/2023,Karen Smith,42,55,0,Law enforcement,36,2404,5,21,77,
10/06/2022,Sophia Kim,64,27,0,Law enforcement,36,3146,2,10,31,
09/01/2023,Noah Rodriguez,73,59,8,Law enforcement,14,4018,0,18,138,
05/05/2022,Noah Rodriguez,132,46,6,Attorney,2,3492,8,5,104,
04/14/2022,Sophia Kim,123,71,5,Regulatory,0,3485,6,40,41,
10/26/2023,Ava Singh,155,48,7,Insurance,32,309,4,7,13,
11/20/2023,James McCarty,145,69,2,Law enforcement,22,1340,8,0,179,
09/29/2022,Karen Smith,60,14,0,Attorney,67,2926,8,35,176,
06/14/2023,Ava Singh,244,64,6,Regulatory,69,75,2,25,168,
08/11/2022,Ava Singh,222,58,6,Regulatory,39,495,1,1,158,
06/08/2022,Elijah Nguyen,67,65,4,Patient,101,3383,8,9,33,
09/24/2022,Elijah Nguyen,169,73,4,Law enforcement,59,711,1,7,36,
11/19/2023,Sophia Kim,82,66,8,Regulatory,40,2429,3,19,177,
10/04/2022,Ava Singh,42,72,0,Continuing care,98,542,2,31,117,
01/07/2023,Elijah Nguyen,28,42,5,Patient,91,2405,3,26,172,
12/10/2023,Sophia Kim,86,2,8,Regulatory,69,2225,3,41,44,
02/11/2023,Noah Rodriguez,98,42,6,Continuing care,103,481,5,40,89,
04/06/2022,Sophia Kim,120,24,0,Continuing care,25,3290,4,34,180,
04/04/2023,Noah Rodriguez,13,43,1,Insurance,66,3039,0,2,51,
11/05/2022,Sophia Kim,72,0,5,Insurance,81,3272,4,3,61,
04/06/2023,Ava Singh,129,53,7,Work comp,89,2380,5,39,1,
08/29/2023,Ava Singh,149,11,3,Law enforcement,74,879,3,41,96,
07/02/2022,James McCarty,37,51,7,Work comp,3,1797,1,17,136,
09/26/2023,Karen Smith,186,37,8,Law enforcement,9,134,3,2,126,
03/17/2023,Sophia Kim,86,1,2,Continuing care,44,2202,2,21,124,
05/07/2023,Liam Patel,36,69,6,Regulatory,15,2220,3,7,173,
11/02/2023,James McCarty,31,52,0,Continuing care,62,2806,0,20,4,
04/30/2023,Sophia Kim,96,46,0,Regulatory,16,1974,4,2,103,
01/27/2022,Sophia Kim,191,31,1,Patient,91,2709,2,23,149,
09/09/2023,James McCarty,151,26,5,Regulatory,42,3670,5,25,85,
01/23/2023,Noah Rodriguez,37,4,2,Continuing care,65,3426,4,43,62,
02/15/2023,Ava Singh,89,30,2,Continuing care,71,191,3,17,167,
11/11/2022,Noah Rodriguez,131,42,2,Work comp,78,1851,8,5,185,
08/09/2023,Karen Smith,209,29,6,Insurance,54,3158,7,6,75,
09/18/2022,James McCarty,48,72,5,Work comp,66,3881,3,10,29,
02/11/2023,Liam Patel,164,59,5,Insurance,60,604,6,8,181,
02/05/2023,Sophia Kim,173,2,5,Regulatory,7,3393,8,2,97,
10/04/2023,James McCarty,198,40,7,Continuing care,87,4385,1,11,50,
06/13/2022,Ava Singh,104,30,1,Continuing care,2,235,6,9,78,
12/07/2023,Liam Patel,179,28,0,Insurance,49,3704,2,41,71,
07/28/2022,Karen Smith,144,50,0,Attorney,17,2786,1,32,17,
07/26/2022,Ava Singh,116,28,4,Law enforcement,97,659,0,9,128,
10/02/2023,Sophia Kim,165,49,0,Patient,78,4244,6,37,164,
10/01/2023,Karen Smith,20,39,2,Work comp,34,3872,2,34,21,
06/08/2023,Karen Smith,248,40,1,Insurance,22,3790,2,31,54,
08/31/2022,Sophia Kim,51,47,7,Continuing care,82,3293,2,23,178,
08/13/2023,Noah Rodriguez,136,15,1,Law enforcement,103,2060,2,5,80,
06/30/2022,Elijah Nguyen,19,28,0,Work comp,94,629,7,30,33,
06/12/2023,Noah Rodriguez,1,55,8,Insurance,31,1987,0,24,176,
07/22/2023,Noah Rodriguez,199,28,8,Patient,11,1730,8,24,46,
04/13/2022,Ava Singh,24,42,8,Regulatory,79,2324,7,3,31,
12/05/2022,Elijah Nguyen,191,60,1,Continuing care,26,3100,3,16,136,
04/10/2023,Ava Singh,102,41,0,Law enforcement,23,4730,1,44,167,
07/16/2023,Sophia Kim,203,9,0,Continuing care,11,2815,3,13,145,
04/25/2022,Elijah Nguyen,158,73,5,Work comp,91,3030,0,13,13,
04/03/2023,Elijah Nguyen,210,24,5,Continuing care,93,1551,3,41,56,
11/08/2022,Liam Patel,208,64,1,Insurance,4,4017,8,12,185,
12/21/2022,Ava Singh,52,41,4,Continuing care,66,1935,7,17,130,
06/28/2022,Ava Singh,193,70,7,Continuing care,19,3585,8,32,158,
05/18/2023,Ava Singh,53,0,7,Attorney,3,2140,2,18,136,
04/04/2023,Sophia Kim,66,48,5,Continuing care,49,4838,8,5,68,
09/30/2023,Karen Smith,38,59,8,Work comp,30,18,3,39,85,
09/29/2022,Karen Smith,188,43,1,Regulatory,8,1599,4,25,43,
12/24/2023,Liam Patel,98,60,6,Insurance,58,4453,5,43,93,
11/17/2022,Ava Singh,81,23,5,Patient,78,4041,8,36,182,
04/24/2023,Karen Smith,210,25,4,Continuing care,1,1361,4,26,180,
12/24/2022,Ava Singh,162,4,4,Regulatory,87,4560,2,7,65,
07/21/2022,Karen Smith,119,20,3,Attorney,8,4246,0,16,157,
10/07/2023,James McCarty,54,2,8,Patient,50,4188,2,9,142,
06/18/2023,Liam Patel,50,11,8,Continuing care,18,2625,7,41,22,
12/19/2022,Elijah Nguyen,167,46,3,Insurance,20,62,2,29,19,
03/08/2023,Sophia Kim,8,1,1,Continuing care,14,1672,8,18,68,
08/20/2022,Sophia Kim,209,5,8,Insurance,4,1757,4,27,92,
04/03/2023,Liam Patel,36,32,0,Regulatory,37,3438,6,30,136,
12/29/2022,Noah Rodriguez,53,3,7,Insurance,67,2712,1,16,63,
02/15/2023,James McCarty,57,33,1,Continuing care,11,290,7,22,141,
04/16/2023,Noah Rodriguez,69,52,1,Continuing care,45,49,3,28,47,
05/14/2023,Karen Smith,120,8,0,Patient,77,1949,8,44,111,
02/22/2022,Elijah Nguyen,29,31,6,Law enforcement,79,3117,0,30,16,
04/24/2022,Liam Patel,216,20,4,Insurance,100,2880,8,35,129,
08/21/2023,Karen Smith,152,27,6,Law enforcement,0,1202,1,18,128,
04/19/2023,Noah Rodriguez,220,59,4,Work comp,77,1093,2,38,56,
04/08/2023,Karen Smith,215,39,4,Law enforcement,102,3320,2,22,157,
07/09/2022,Noah Rodriguez,156,11,8,Law enforcement,38,4279,7,20,131,
05/24/2023,Ava Singh,25,66,1,Attorney,63,2144,2,42,31,
10/25/2023,Elijah Nguyen,192,15,1,Insurance,82,418,5,8,142,
06/05/2023,Karen Smith,72,30,5,Continuing care,41,4144,5,24,25,
03/08/2022,Elijah Nguyen,83,43,1,Regulatory,22,3452,4,19,91,
07/04/2022,Elijah Nguyen,22,31,4,Attorney,89,2483,6,10,79,
05/06/2023,Karen Smith,13,22,2,Attorney,12,2277,4,32,161,
08/05/2022,James McCarty,43,19,5,Law enforcement,25,3598,6,11,105,
07/24/2022,Noah Rodriguez,229,71,6,Regulatory,99,1335,4,43,70,
03/18/2022,Noah Rodriguez,216,59,0,Patient,88,4538,7,21,27,
10/01/2023,Ava Singh,128,51,5,Patient,3,2764,6,15,84,
10/05/2023,Liam Patel,87,59,0,Continuing care,55,4883,4,17,62,
03/13/2022,Ava Singh,51,40,4,Patient,62,2760,0,9,190,
01/08/2022,Liam Patel,88,72,0,Law enforcement,82,2404,7,26,171,
02/14/2022,Karen Smith,110,71,7,Work comp,66,222,1,11,27,
01/26/2023,Noah Rodriguez,137,43,2,Regulatory,12,1934,4,43,172,
01/13/2023,Ava Singh,148,35,3,Continuing care,82,789,0,40,135,
06/07/2022,Sophia Kim,31,70,1,Law enforcement,86,2450,4,14,131,
10/28/2023,Ava Singh,78,33,6,Regulatory,66,626,3,40,41,
09/05/2023,Liam Patel,170,13,6,Regulatory,47,3722,6,36,10,
09/19/2022,Elijah Nguyen,219,7,8,Work comp,36,1390,6,27,101,
07/28/2022,Karen Smith,202,74,1,Continuing care,37,3075,7,13,7,
01/18/2022,James McCarty,167,29,0,Attorney,60,3782,7,10,166,
04/22/2023,Sophia Kim,177,69,5,Insurance,74,2374,6,20,61,
08/22/2023,Elijah Nguyen,51,24,8,Patient,7,4370,1,14,157,
08/15/2023,Ava Singh,221,9,4,Insurance,95,4510,7,37,137,
09/27/2023,Karen Smith,116,74,2,Work comp,50,512,0,17,26,
10/16/2022,Noah Rodriguez,131,53,6,Regulatory,83,3874,3,39,165,
12/30/2023,Noah Rodriguez,1,30,7,Work comp,61,4851,1,0,99,
05/05/2023,Liam Patel,171,54,3,Patient,99,2091,6,18,27,
07/28/2022,Liam Patel,7,68,2,Work comp,50,3594,8,40,148,
07/22/2023,Noah Rodriguez,127,74,8,Continuing care,43,3139,4,26,56,
02/25/2022,Noah Rodriguez,246,44,3,Patient,96,2604,2,20,140,
09/09/2022,Karen Smith,2,15,0,Regulatory,22,4491,7,8,3,
07/15/2023,Karen Smith,38,2,4,Attorney,20,2506,6,5,182,
08/01/2023,Sophia Kim,10,54,7,Attorney,31,2158,6,20,129,
10/08/2022,Ava Singh,165,50,5,Regulatory,83,2336,6,26,175,
11/07/2022,James McCarty,231,49,0,Continuing care,62,1561,3,23,175,
03/10/2022,Karen Smith,9,29,4,Work comp,103,1266,4,29,56,
03/10/2022,Elijah Nguyen,105,71,8,Patient,12,4852,5,21,153,
10/19/2023,Karen Smith,161,55,2,Law enforcement,92,4567,6,2,99,
10/11/2022,Ava Singh,37,16,6,Work comp,63,1735,3,37,172,
10/04/2022,Liam Patel,1,40,5,Patient,4,1155,7,41,192,
11/27/2022,Sophia Kim,49,0,2,Continuing care,69,4538,1,30,55,
09/03/2022,Ava Singh,181,4,1,Continuing care,66,266,1,16,190,
04/06/2022,James McCarty,216,17,3,Patient,103,3943,1,29,36,
02/03/2023,James McCarty,8,65,4,Continuing care,52,1719,5,15,122,
02/22/2022,Elijah Nguyen,194,42,6,Work comp,83,3079,2,1,3,
08/28/2023,Ava Singh,64,21,4,Regulatory,12,1055,7,2,7,
08/29/2023,Sophia Kim,228,21,8,Insurance,37,1133,6,34,1,
09/19/2022,Karen Smith,148,38,6,Law enforcement,42,4605,5,18,96,
11/28/2023,Karen Smith,218,17,5,Law enforcement,26,4826,7,0,101,
01/16/2023,James McCarty,216,18,7,Law enforcement,39,3154,4,9,21,
10/29/2022,Elijah Nguyen,33,40,0,Regulatory,8,2987,0,14,183,
03/01/2022,Ava Singh,53,60,3,Continuing care,56,1479,3,3,158,
12/31/2023,Liam Patel,57,58,4,Attorney,69,557,8,21,193,
04/21/2023,Sophia Kim,10,17,1,Continuing care,79,4744,8,38,190,
05/08/2023,Noah Rodriguez,102,24,2,Attorney,75,339,6,31,46,
09/22/2023,Liam Patel,6,58,3,Regulatory,22,4459,1,27,163,
06/11/2023,Karen Smith,218,30,2,Regulatory,66,3649,7,32,103,
07/20/2023,Liam Patel,244,12,6,Attorney,38,4027,7,38,63,
02/28/2023,Elijah Nguyen,159,56,1,Continuing care,80,3314,1,18,84,
08/13/2023,Ava Singh,40,66,2,Patient,76,1295,0,9,162,
06/13/2022,Sophia Kim,198,68,8,Insurance,79,3251,8,38,20,
02/17/2022,Sophia Kim,152,19,6,Regulatory,21,3061,2,10,157,
09/27/2023,Karen Smith,147,70,6,Patient,54,4640,0,32,19,
03/17/2023,Elijah Nguyen,67,15,0,Work comp,46,2268,0,20,28,
03/09/2022,Sophia Kim,182,2,2,Patient,8,236,1,10,196,
01/02/2022,Elijah Nguyen,72,15,3,Law enforcement,83,4404,5,1,66,
01/20/2023,James McCarty,224,32,5,Work comp,93,51,2,20,79,
12/29/2022,Sophia Kim,29,67,3,Law enforcement,99,2646,6,27,199,
11/05/2023,Ava Singh,182,25,1,Law enforcement,33,2234,7,9,136,
01/28/2022,Liam Patel,118,74,1,Insurance,65,1931,7,32,37,
02/02/2023,Sophia Kim,238,45,7,Patient,15,3264,1,21,8,
11/18/2023,Sophia Kim,89,62,8,Continuing care,64,3367,8,13,143,
02/06/2023,Liam Patel,129,60,4,Attorney,18,4953,8,24,157,
02/08/2022,Liam Patel,247,46,2,Law enforcement,15,3506,4,0,106,
11/04/2023,Noah Rodriguez,200,57,1,Law enforcement,55,3266,3,17,179,
12/22/2022,James McCarty,103,39,7,Regulatory,57,3188,1,14,56,
04/02/2022,James McCarty,174,70,2,Continuing care,67,4290,2,10,0,
08/02/2023,James McCarty,244,18,5,Law enforcement,45,3136,6,11,11,
01/27/2023,Elijah Nguyen,140,74,3,Attorney,17,2290,7,27,163,
12/30/2023,Karen Smith,64,13,7,Attorney,62,921,4,1,78,
10/23/2022,Ava Singh,116,1,4,Regulatory,71,1967,0,25,152,
04/13/2023,Liam Patel,84,15,8,Attorney,80,1394,8,25,138,
05/27/2023,Sophia Kim,79,11,8,Regulatory,90,898,6,38,187,
07/29/2022,Karen Smith,164,24,0,Continuing care,44,858,1,20,184,
04/02/2022,Noah Rodriguez,101,25,5,Patient,15,3580,3,30,158,
09/20/2023,Karen Smith,105,34,5,Regulatory,91,3083,4,37,124,
04/22/2022,James McCarty,135,64,8,Insurance,98,953,3,35,146,
11/13/2023,Sophia Kim,185,66,6,Continuing care,30,4722,5,12,86,
04/13/2022,Noah Rodriguez,15,69,7,Insurance,33,1063,1,27,191,
03/02/2023,Ava Singh,155,51,4,Patient,15,1464,1,17,116,
02/09/2022,Ava Singh,144,4,5,Patient,16,2286,8,3,155,
11/17/2022,Karen Smith,234,28,7,Work comp,49,1248,2,33,114,
07/27/2022,Sophia Kim,141,36,4,Work comp,51,3732,6,18,80,
12/31/2023,James McCarty,79,42,4,Patient,31,1048,5,8,110,
04/11/2022,Elijah Nguyen,139,26,4,Regulatory,26,1149,3,0,76,
10/18/2022,Ava Singh,180,29,7,Patient,1,4008,1,11,83,
05/18/2022,Liam Patel,132,49,1,Attorney,81,2266,5,27,136,
02/27/2022,Karen Smith,160,69,0,Work comp,70,1189,5,40,63,
01/07/2022,Noah Rodriguez,187,0,6,Continuing care,75,108,7,44,14,
08/12/2023,Ava Singh,91,18,0,Attorney,65,2119,2,35,18,
05/26/2023,Sophia Kim,117,55,0,Patient,88,3345,8,30,166,
05/31/2023,Sophia Kim,101,72,4,Insurance,6,3695,8,24,107,
12/27/2022,Sophia Kim,99,10,0,Patient,27,3962,0,40,41,
11/01/2023,Ava Singh,128,50,4,Regulatory,21,62,7,0,174,
10/09/2023,Sophia Kim,4,5,6,Law enforcement,87,2749,6,39,115,
12/06/2023,Liam Patel,105,29,3,Attorney,45,1936,6,24,55,
06/17/2023,James McCarty,209,19,1,Patient,40,416,7,10,20,
05/13/2022,Liam Patel,143,53,8,Patient,75,2603,4,42,146,
08/21/2022,Liam Patel,77,17,5,Attorney,19,2089,3,34,187,
07/17/2022,Sophia Kim,183,39,2,Continuing care,8,1319,1,20,85,
05/20/2023,Sophia Kim,127,71,6,Continuing care,1,4231,5,12,176,
01/02/2022,Liam Patel,76,55,6,Attorney,35,3833,0,11,141,
06/19/2023,James McCarty,34,10,3,Continuing care,40,3377,4,28,153,
11/14/2022,Noah Rodriguez,70,53,1,Continuing care,93,4834,6,41,90,
05/23/2022,Elijah Nguyen,170,17,0,Continuing care,66,3274,1,11,159,
07/23/2022,Ava Singh,134,19,4,Continuing care,31,461,8,8,156,
06/28/2022,Karen Smith,221,14,0,Regulatory,57,2820,0,19,182,
05/02/2022,James McCarty,31,49,4,Insurance,35,4593,6,23,135,
04/03/2023,Ava Singh,243,25,6,Work comp,19,1502,0,2,55,
03/06/2022,Liam Patel,206,16,8,Work comp,3,4215,4,24,37,
04/20/2022,Ava Singh,37,41,1,Attorney,15,4849,2,8,108,
10/02/2023,James McCarty,232,56,3,Law enforcement,91,53,1,1,173,
07/30/2023,Noah Rodriguez,234,62,2,Patient,7,233,2,0,102,
06/06/2023,Sophia Kim,131,19,4,Work comp,16,4724,4,3,166,
05/16/2023,Elijah Nguyen,13,3,4,Regulatory,90,2846,4,26,148,
08/12/2022,Noah Rodriguez,182,56,2,Attorney,0,2960,4,8,141,
09/29/2022,Liam Patel,109,29,2,Attorney,73,2764,8,37,174,
01/24/2023,Karen Smith,78,35,7,Attorney,29,900,6,3,67,
05/28/2022,Elijah Nguyen,19,36,8,Patient,56,701,3,44,182,
01/17/2023,Ava Singh,28,62,2,Insurance,40,2534,8,16,134,
07/17/2022,Elijah Nguyen,128,1,6,Work comp,73,3905,1,28,145,
02/07/2022,Sophia Kim,31,42,4,Insurance,27,1890,6,27,58,
02/16/2022,Liam Patel,146,4,4,Attorney,4,4222,0,27,110,
09/13/2023,Liam Patel,63,6,7,Patient,37,2531,2,5,65,
10/23/2023,Liam Patel,71,36,1,Patient,79,4557,5,28,73,
10/20/2023,James McCarty,22,73,5,Law enforcement,55,2934,8,15,76,
05/02/2022,Sophia Kim,101,11,3,Patient,58,381,8,27,104,
06/18/2023,James McCarty,6,1,1,Patient,61,2864,5,2,112,
07/17/2022,Karen Smith,85,55,7,Law enforcement,0,4595,2,0,35,
06/18/2022,Sophia Kim,203,55,4,Patient,58,118,8,8,192,
11/24/2022,Karen Smith,116,9,1,Regulatory,101,3949,6,12,183,
09/28/2023,James McCarty,232,29,3,Continuing care,69,2650,7,37,9,
02/22/2022,Elijah Nguyen,237,47,7,Patient,8,3135,1,38,78,
05/31/2023,Elijah Nguyen,184,71,6,Insurance,76,3455,1,39,51,
07/30/2023,Ava Singh,40,3,1,Law enforcement,96,1027,4,18,120,
02/27/2022,Liam Patel,111,10,2,Work comp,48,3468,7,42,36,
12/20/2022,Elijah Nguyen,156,64,7,Continuing care,71,4095,6,21,13,
06/13/2023,James McCarty,95,2,3,Patient,0,382,7,23,145,
09/28/2022,Elijah Nguyen,193,67,4,Patient,47,4376,4,24,189,
10/09/2023,Liam Patel,35,41,1,Work comp,64,2083,1,22,146,
12/04/2022,Elijah Nguyen,100,45,6,Continuing care,54,1706,6,28,4,
03/21/2023,Noah Rodriguez,173,58,2,Patient,62,4197,6,5,80,
04/29/2023,Noah Rodriguez,238,18,8,Patient,12,835,8,32,51,
12/24/2022,James McCarty,211,26,8,Law enforcement,101,4883,7,17,66,
01/18/2023,Ava Singh,68,12,7,Attorney,68,1494,5,30,72,
11/20/2022,Sophia Kim,208,52,8,Patient,63,452,4,43,68,
10/18/2023,James McCarty,50,60,6,Continuing care,28,3632,3,7,172,
08/05/2023,Karen Smith,182,65,4,Work comp,5,203,3,26,64,
03/30/2022,Sophia Kim,234,20,5,Insurance,52,1234,6,34,69,
10/17/2023,Noah Rodriguez,87,17,3,Insurance,99,3332,8,37,163,
04/10/2023,Elijah Nguyen,50,74,8,Insurance,82,362,3,43,128,
03/19/2023,Sophia Kim,224,24,0,Law enforcement,29,1368,0,42,99,
06/13/2022,Elijah Nguyen,242,0,1,Law enforcement,65,890,1,13,106,
08/10/2023,Karen Smith,54,29,2,Law enforcement,78,2150,3,9,30,
02/10/2023,James McCarty,207,27,5,Regulatory,19,3382,3,38,177,
07/16/2022,Liam Patel,37,45,7,Insurance,103,2105,7,44,43,
12/04/2022,Liam Patel,243,57,1,Law enforcement,101,4887,3,6,120,
08/30/2023,Karen Smith,213,37,0,Insurance,57,4207,2,28,166,
08/02/2023,Ava Singh,188,22,5,Regulatory,53,650,2,33,22,
12/06/2023,Ava Singh,212,72,5,Patient,32,1463,8,36,185,
04/26/2022,Noah Rodriguez,122,9,4,Regulatory,93,4596,7,29,183,
08/06/2022,Karen Smith,106,26,4,Insurance,32,1448,4,22,54,
07/26/2022,Noah Rodriguez,209,53,3,Regulatory,85,2954,8,5,22,
02/25/2022,Karen Smith,233,67,5,Patient,88,4412,0,17,94,
08/31/2022,Karen Smith,135,34,6,Law enforcement,38,2686,6,8,167,
05/07/2023,Elijah Nguyen,180,41,3,Insurance,89,1165,0,5,75,
10/07/2022,Ava Singh,26,22,2,Insurance,53,4480,6,20,19,
09/27/2023,Noah Rodriguez,241,73,3,Law enforcement,27,4251,6,38,92,
03/27/2022,Karen Smith,60,60,7,Insurance,47,1075,2,21,132,
02/22/2023,Elijah Nguyen,90,50,8,Attorney,33,3095,8,26,124,
06/17/2022,Liam Patel,180,9,2,Patient,5,524,3,31,29,
11/06/2022,Ava Singh,127,39,1,Regulatory,50,3405,1,35,107,
03/31/2023,Karen Smith,173,22,0,Work comp,24,2044,8,2,168,
12/09/2022,Elijah Nguyen,72,53,1,Continuing care,40,2586,3,16,199,
10/10/2023,Ava Singh,220,20,1,Patient,85,198,1,40,51,
08/04/2022,James McCarty,18,33,0,Attorney,101,3617,4,13,26,
11/21/2022,Sophia Kim,167,54,1,Attorney,91,4309,8,37,39,
12/22/2022,James McCarty,195,67,5,Law enforcement,58,1700,0,6,74,
08/07/2022,Sophia Kim,162,7,7,Continuing care,64,1037,4,0,129,
01/31/2022,Ava Singh,113,39,3,Insurance,56,1408,1,2,196,
03/28/2023,James McCarty,73,67,3,Work comp,16,773,7,0,103,
09/26/2023,Noah Rodriguez,5,52,1,Regulatory,20,245,4,30,95,
12/31/2022,Noah Rodriguez,99,51,0,Continuing care,58,1565,5,8,81,
12/13/2023,Ava Singh,16,63,2,Continuing care,4,1074,5,18,100,
08/24/2022,Sophia Kim,169,10,2,Work comp,48,4555,5,1,49,
06/14/2023,Karen Smith,139,11,7,Law enforcement,37,4073,5,38,1,
03/30/2022,Elijah Nguyen,69,47,2,Attorney,81,4742,1,20,168,
10/18/2022,Noah Rodriguez,34,58,8,Work comp,75,2144,1,0,167,
03/03/2023,Liam Patel,42,23,3,Attorney,20,4206,5,5,122,
06/25/2022,Noah Rodriguez,38,32,0,Attorney,64,4743,2,1,95,
01/04/2023,Liam Patel,43,7,0,Regulatory,24,129,1,5,106,
08/05/2023,Liam Patel,122,49,3,Insurance,94,2837,8,31,138,
02/10/2023,Liam Patel,139,27,8,Regulatory,47,445,4,7,30,
12/19/2022,Elijah Nguyen,139,24,6,Patient,25,3165,5,25,119,
10/14/2022,Karen Smith,78,5,5,Insurance,40,266,1,5,59,
11/14/2022,Sophia Kim,174,36,2,Work comp,65,25,6,16,102,
09/01/2023,Liam Patel,5,37,4,Law enforcement,91,2003,1,44,175,
07/03/2022,Noah Rodriguez,40,74,4,Attorney,8,3192,2,20,131,
08/19/2023,Noah Rodriguez,70,10,1,Attorney,65,2930,1,4,124,
11/30/2022,Liam Patel,102,23,7,Regulatory,14,456,6,20,123,
06/25/2022,Karen Smith,85,50,2,Regulatory,99,1516,1,7,173,
06/30/2023,Elijah Nguyen,54,49,2,Insurance,24,831,4,8,177,
01/13/2022,Noah Rodriguez,27,32,6,Law enforcement,95,4109,2,11,113,
11/29/2022,Liam Patel,210,20,6,Law enforcement,17,1873,8,8,152,
03/25/2023,Ava Singh,218,16,6,Insurance,56,901,4,22,65,
06/13/2022,Karen Smith,158,61,6,Insurance,56,4197,6,3,96,
05/10/2022,Noah Rodriguez,213,13,0,Patient,67,4980,5,36,53,
11/08/2023,Karen Smith,102,42,6,Insurance,66,1131,8,20,197,
01/26/2023,Ava Singh,74,50,0,Attorney,67,2256,6,3,108,
11/10/2022,Sophia Kim,168,1,1,Law enforcement,0,803,8,31,179,
01/24/2023,Ava Singh,219,20,1,Continuing care,54,4016,2,22,162,
11/03/2022,Noah Rodriguez,62,69,7,Continuing care,6,4623,8,11,31,
04/22/2022,Karen Smith,135,56,2,Continuing care,74,1913,1,11,198,
04/07/2022,Elijah Nguyen,45,40,4,Work comp,20,2949,3,8,167,
08/01/2023,Noah Rodriguez,52,33,0,Attorney,101,3444,0,0,44,
07/30/2023,Elijah Nguyen,9,47,6,Attorney,82,2382,0,22,85,
12/16/2022,Sophia Kim,248,2,5,Attorney,1,123,8,36,131,
10/01/2022,Noah Rodriguez,164,38,5,Patient,75,635,4,23,144,
12/01/2022,Elijah Nguyen,227,30,7,Insurance,32,1738,5,25,181,
07/29/2022,Elijah Nguyen,91,35,8,Law enforcement,65,2968,7,19,198,
03/19/2022,Sophia Kim,135,49,8,Attorney,60,468,5,19,49,
01/21/2023,Liam Patel,118,47,8,Regulatory,99,1959,2,6,56,
12/05/2023,Noah Rodriguez,15,36,8,Work comp,78,1280,2,44,68,
11/10/2023,Noah Rodriguez,63,46,8,Continuing care,33,628,3,43,95,
03/04/2022,Ava Singh,65,46,1,Insurance,81,3431,7,25,97,
01/04/2023,Karen Smith,185,53,8,Regulatory,8,569,3,31,134,
10/01/2022,Sophia Kim,121,65,1,Insurance,87,4730,6,0,79,
08/30/2023,James McCarty,120,27,8,Insurance,73,3077,7,26,48,
03/24/2023,Noah Rodriguez,235,47,4,Work comp,16,1336,4,34,13,
12/03/2023,Karen Smith,203,39,8,Regulatory,43,4027,5,13,31,
09/16/2022,Liam Patel,72,39,1,Law enforcement,24,3837,2,42,146,
01/16/2022,Ava Singh,93,25,5,Work comp,63,546,1,43,160,
05/18/2022,Liam Patel,53,14,6,Attorney,70,821,4,3,25,
07/16/2022,Noah Rodriguez,208,28,8,Law enforcement,62,4496,6,3,184,
06/07/2023,Noah Rodriguez,115,21,4,Regulatory,96,2407,3,7,165,
08/14/2022,Karen Smith,58,33,3,Insurance,100,492,5,33,126,
08/24/2023,Liam Patel,181,72,5,Insurance,80,3960,0,21,185,
03/22/2022,Noah Rodriguez,184,51,6,Insurance,36,4528,3,16,99,
01/30/2022,Ava Singh,215,27,2,Patient,70,2835,2,30,154,
05/15/2023,Karen Smith,37,65,2,Work comp,77,4217,0,37,160,
